Firm_Name;Year;Year -1;Industry;ESG-SCORE;E-SCORE;S-SCORE;G-SCORE
East West Bancorp Inc;2010;2009;Banking Services;43.13513637;23.46766951;37.81582626;71.25085383
Eastman Chemical Co;2008;2007;Chemicals;32.28904435;22.29196557;36.83442116;38.14280835
Ebix Inc;2016;2015;Software & IT Services;32.70803068;20.80916874;39.99867751;37.48650095
Ebix Inc;2017;2016;Software & IT Services;30.81006578;22.45243822;38.4601288;31.22259362
EchoStar Corp;2010;2009;Communications & Networking;10.2226089;14.70588235;10.05121639;5.424351093
EchoStar Corp;2011;2010;Communications & Networking;9.287267081;13.36317136;7.930189835;6.323185012
EchoStar Corp;2012;2011;Communications & Networking;11.08580825;12.53196931;13.87017759;6.232870954
EchoStar Corp;2013;2012;Communications & Networking;11.49477231;17.45524297;11.97183099;4.295048201
EchoStar Corp;2016;2015;Communications & Networking;16.90012655;23.2266436;19.07622204;7.314783285
Education Management Corp;2010;2009;Personal & Household Products & Services;29.20893389;21.90876351;46.4357574;17.29593579
Education Management Corp;2011;2010;Personal & Household Products & Services;24.48485872;20.0708061;33.933229;18.40815852
Education Management Corp;2012;2011;Personal & Household Products & Services;30.74451567;18.81808279;49.96087637;21.67297184
Education Management Corp;2013;2012;Personal & Household Products & Services;29.89196795;19.3498452;41.82110205;27.75911263
Education Management Corp;2014;2013;Personal & Household Products & Services;29.99499459;20.25072324;42.20734242;26.64308896
Education Management Corp;2016;2015;Personal & Household Products & Services;32.94103087;22.47242647;35.0022007;42.21188402
Education Realty Trust Inc;2016;2015;Residential & Commercial REITs;45.30890446;19.09405473;46.1550049;73.5472102
Education Realty Trust Inc;2017;2016;Residential & Commercial REITs;44.64954454;18.41997264;43.84867344;74.82122878
Edwards Lifesciences Corp;2012;2011;Healthcare Equipment & Supplies;47.67754407;19.18658088;55.44674296;70.395124
Edwards Lifesciences Corp;2013;2012;Healthcare Equipment & Supplies;44.4043941;22.64239029;44.04202996;69.08544512
Edwards Lifesciences Corp;2014;2013;Healthcare Equipment & Supplies;43.74602369;20.96171802;37.20098368;76.7629192
Edwards Lifesciences Corp;2015;2014;Healthcare Equipment & Supplies;43.47338107;21.28959276;47.90899242;63.04008927
eHealth Inc;2017;2016;Insurance;32.39628971;21.29936482;41.28149177;34.42483964
El Paso Electric Co;2016;2015;Electric Utilities & IPPs;23.34329986;7.781456954;28.45816622;34.73755898
El Paso Electric Co;2017;2016;Electric Utilities & IPPs;24.28282987;8.878333942;28.6851544;36.33103774
Empire State Realty Trust Inc;2016;2015;Residential & Commercial REITs;33.83402387;21.3589179;23.31852075;59.98005546
Empire State Realty Trust Inc;2017;2016;Residential & Commercial REITs;31.75709899;20.06155951;19.8722568;58.62792653
Energen Corp;2010;2009;Oil & Gas;32.83607456;20.80753354;23.88806523;56.65983607
Energen Corp;2011;2010;Oil & Gas;;18.03551609;26.32208344;45.80735781
Energen Corp;2012;2011;Oil & Gas;;19.99498663;31.80617798;43.77476093
Energy Recovery Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;21.8899566;16.63469736;28.84772403;19.64989333
EnerSys;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;32.22947116;19.32011935;38.98754848;38.75426514
EnPro Industries Inc;2016;2015;Machinery, Tools, Heavy Vehicles, Trains & Ships;48.99900189;17.37360233;47.89314399;85.54069174
EnPro Industries Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;47.313377;21.73380222;43.02663809;80.81779582
Envestnet Inc;2016;2015;Software & IT Services;28.31683863;9.263959391;24.32616001;54.20100209
Envestnet Inc;2017;2016;Software & IT Services;31.90753177;14.69954361;23.18176299;61.24642979
EQT Corp;2008;2007;Oil & Gas;42.73977914;21.11713106;45.23721275;63.93686573
Equifax Inc;2009;2008;Professional & Commercial Services;28.81429252;19.52533489;29.01269;38.93827446
Equifax Inc;2010;2009;Professional & Commercial Services;35.3470995;19.20638945;65.66901408;18.04730191
Equifax Inc;2011;2010;Professional & Commercial Services;33.04069571;19.5611578;58.60719875;18.3093328
Equifax Inc;2013;2012;Professional & Commercial Services;42.42773645;23.32089552;59.59638428;43.74398541
Equity Bancshares Inc;2017;2016;Banking Services;35.84027815;21.18566176;47.35181925;38.77789283
Equity LifeStyle Properties Inc;2016;2015;Residential & Commercial REITs;26.51879513;18.90531614;28.25939595;32.98000681
Equity Residential;2009;2008;Residential & Commercial REITs;50.70824639;22.24037763;62.12832551;69.15069653
Equity Residential;2010;2009;Residential & Commercial REITs;48.78101223;21.51534527;53.97274954;73.13268443
Erie Indemnity Co;2012;2011;Insurance;45.09089744;22.5;66.46478873;45.39638504
Erie Indemnity Co;2013;2012;Insurance;41.38497513;21.52670279;67.62879911;32.97597542
Erie Indemnity Co;2014;2013;Insurance;45.40614795;17.75946047;67.30510451;50.73645669
Erie Indemnity Co;2015;2014;Insurance;45.43309977;18.04647785;63.84976526;54.52665781
Erie Indemnity Co;2016;2015;Insurance;42.26307522;19.88017429;61.5880468;44.72150606
Erie Indemnity Co;2017;2016;Insurance;47.75011891;21.63076498;61.59492164;60.75233323
Essex Property Trust Inc;2009;2008;Residential & Commercial REITs;42.9206225;23.11183733;39.59311424;68.87554837
Essex Property Trust Inc;2010;2009;Residential & Commercial REITs;39.15598958;21.89897698;39.76576852;57.6835724
Essex Property Trust Inc;2011;2010;Residential & Commercial REITs;35.5340758;20.08272059;41.86473005;45.39007092
Essex Property Trust Inc;2012;2011;Residential & Commercial REITs;37.68958111;17.54513687;39.86891647;57.60907945
Essex Property Trust Inc;2013;2012;Residential & Commercial REITs;36.84196603;14.80680507;35.88787628;62.51624994
Essex Property Trust Inc;2014;2013;Residential & Commercial REITs;35.82112367;16.43048128;35.92189501;57.31963052
Essex Property Trust Inc;2015;2014;Residential & Commercial REITs;34.06585577;16.00346021;38.94543733;48.52147229
EXCO Resources Inc;2010;2009;Oil & Gas;24.48034591;19.36736959;29.63504296;24.18032787
EXCO Resources Inc;2011;2010;Oil & Gas;28.68870739;19.59391711;29.81354033;37.51793033
EXCO Resources Inc;2012;2011;Oil & Gas;35.7412028;18.96400351;35.81739191;54.35497534
EXCO Resources Inc;2013;2012;Oil & Gas;32.19176768;18.21895425;32.46194338;
Exlservice Holdings Inc;2016;2015;Professional & Commercial Services;38.00034795;17.61719916;43.14363337;54.73609963
Exlservice Holdings Inc;2017;2016;Professional & Commercial Services;43.74368842;19.0796146;46.39691598;68.1498829
Expedia Inc;2008;2007;Hotels & Entertainment Services;16.71138393;20.12254902;18.12206573;11.26683255
Expeditors International of Washington Inc;2008;2007;Freight & Logistics Services;28.55654762;20.40441176;36.0915493;28.87392662
Expeditors International of Washington Inc;2009;2008;Freight & Logistics Services;27.59551056;20.77205882;30.36971831;31.97298545
Express Scripts Holding Co;2008;2007;Food & Drug Retailing;28.49131368;20.58823529;33.24598755;31.76717408
Express Scripts Holding Co;2009;2008;Food & Drug Retailing;30.15941315;19.82352941;33.57746479;37.70299392
Express Scripts Holding Co;2010;2009;Food & Drug Retailing;29.65398065;16.67542017;32.29376258;41.04935109
Express Scripts Holding Co;2011;2010;Food & Drug Retailing;23.569853;16.15154536;27.89448556;26.80585314
Extra Space Storage Inc;2015;2014;Residential & Commercial REITs;19.82941535;20.24356618;20.68661972;18.37000935
F.N.B. Corp;2016;2015;Banking Services;38.55094102;21.93123825;35.96051193;60.09291239
FARO Technologies Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;35.38133328;13.69352089;20.81036946;76.51755745
Fastenal Co;2008;2007;Machinery, Tools, Heavy Vehicles, Trains & Ships;37.39382075;13.03037608;43.56961441;57.36485168
Fastenal Co;2013;2012;Machinery, Tools, Heavy Vehicles, Trains & Ships;25.09783728;19.68666864;26.21558497;29.82897469
Fastenal Co;2014;2013;Machinery, Tools, Heavy Vehicles, Trains & Ships;30.2086105;19.79806848;39.66785789;30.8038612
FBL Financial Group Inc;2016;2015;Insurance;25.65069631;22.30781201;39.82785603;12.87590602
FBL Financial Group Inc;2017;2016;Insurance;28.65302497;23.28776581;43.71487139;17.10296805
Federal Signal Corp;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;35.02369221;16.15452151;15.46668068;78.82125658
Ferro Corp;2016;2015;Chemicals;22.85018016;19.19642857;22.91247485;26.85070779
Ferro Corp;2017;2016;Chemicals;21.71221009;21.52258694;22.0410863;21.54080292
Fidelity National Financial Inc;2008;2007;Insurance;26.42946429;20.91036415;32.99798793;24.93657299
Fidelity National Financial Inc;2009;2008;Insurance;24.89629311;22.02408522;35.67150937;15.55645347
Fidelity National Financial Inc;2010;2009;Insurance;29.95060257;21.50064405;45.12182585;21.7119194
Fidelity National Financial Inc;2011;2010;Insurance;24.96197085;19.55590183;42.32814103;10.77532513
Fidelity National Financial Inc;2012;2011;Insurance;26.665;18.02941176;31.61032864;30.53551913
Fidelity National Financial Inc;2013;2012;Insurance;26.74610582;18.27592879;34.3448851;27.34378957
Fidelity National Financial Inc;2014;2013;Insurance;23.87124382;16.41064069;32.06692384;22.64874761
Fidelity National Financial Inc;2015;2014;Insurance;23.3152319;16.73928831;29.42097027;23.53911288
Fidelity National Financial Inc;2016;2015;Insurance;25.33853642;18.19950202;28.61986735;29.47755023
Fidelity National Financial Inc;2017;2016;Insurance;29.33515932;20.13946424;30.38418303;38.3651033
Fidelity National Information Services Inc;2008;2007;Investment Banking & Investment Services;22.11611557;16.32602193;27.41704464;22.40071233
Fidelity National Information Services Inc;2009;2008;Investment Banking & Investment Services;23.75969089;16.44976575;26.97245419;28.16901408
Fidelity National Information Services Inc;2010;2009;Investment Banking & Investment Services;25.9669907;15.25033678;40.41769702;21.09375
Fidelity National Information Services Inc;2011;2010;Investment Banking & Investment Services;29.88620359;15.70899883;39.17778192;34.87551281
Fidelity National Information Services Inc;2012;2011;Investment Banking & Investment Services;36.37174524;15.08538899;32.96683326;64.06389239
Fidelity National Information Services Inc;2013;2012;Investment Banking & Investment Services;34.97077345;13.35237917;36.13079752;57.71977512
Fidelity National Information Services Inc;2014;2013;Investment Banking & Investment Services;31.95035027;13.44145135;34.12970032;50.04660065
Fidelity National Information Services Inc;2015;2014;Investment Banking & Investment Services;30.20265191;14.12203687;41.6628127;34.78970774
Fidelity National Information Services Inc;2016;2015;Investment Banking & Investment Services;30.7610734;16.45178619;46.25056274;28.68366007
Fidelity National Information Services Inc;2017;2016;Investment Banking & Investment Services;30.34470563;20.08272059;42.61785994;27.49914871
Fifth Third Bancorp;2009;2008;Banking Services;43.91340521;15.98125976;55.64626698;61.39459709
Fifth Third Bancorp;2010;2009;Banking Services;45.97445531;14.57678491;54.09364584;71.52493169
First Bancorp;2017;2016;Banking Services;38.16658461;22.47242647;50.71645149;41.05448961
First Busey Corp;2017;2016;Banking Services;38.95497482;21.85968137;39.15541862;57.7787198
First Citizens BancShares Inc;2009;2008;Banking Services;21.80336221;19.88547631;31.01084382;13.22442854
First Citizens BancShares Inc;2010;2009;Banking Services;26.54943344;18.88751684;34.91291259;25.35604508
First Citizens BancShares Inc;2011;2010;Banking Services;33.37237817;20.50058434;47.89431956;30.81867557
First Citizens BancShares Inc;2012;2011;Banking Services;28.77382134;21.91650854;38.06905952;25.59899117
First Citizens BancShares Inc;2013;2012;Banking Services;25.1321738;17.96084676;36.74082713;19.61472877
First Citizens BancShares Inc;2014;2013;Banking Services;26.51126556;17.06981858;40.83410118;20.3653158
First Citizens BancShares Inc;2015;2014;Banking Services;25.21259618;15.91308165;39.03931049;19.48587932
First Citizens BancShares Inc;2016;2015;Banking Services;29.25342195;22.17297878;39.02180205;25.7766211
First Defiance Financial Corp;2017;2016;Banking Services;42.22320582;23.08517157;36.94493349;69.70097082
First Financial Bancorp;2016;2015;Banking Services;45.83118437;20.64195541;43.24072288;76.9261079
First Financial Bankshares Inc;2016;2015;Banking Services;37.45442326;21.60891754;42.62331983;49.10200905
First Horizon National Corp;2010;2009;Banking Services;41.29860647;23.80444544;56.09343081;43.5800888
First Horizon National Corp;2011;2010;Banking Services;47.79918829;21.20179198;73.3490346;47.71039912
First Horizon National Corp;2012;2011;Banking Services;43.38543424;22.14421252;71.51749205;34.32030265
First Merchants Corp;2016;2015;Banking Services;28.89469127;18.94977169;31.40716445;37.05647711
First Merchants Corp;2017;2016;Banking Services;26.48982362;23.39154412;20.66950313;36.71811479
First Mid-Illinois Bancshares Inc;2017;2016;Banking Services;24.46031783;21.49203431;38.7446205;11.14323241
First Midwest Bancorp Inc;2016;2015;Banking Services;43.46264921;22.57587967;48.28284777;61.13586613
First Republic Bank;2013;2012;Banking Services;44.62027787;23.01892094;33.83421548;81.25474836
First Republic Bank;2014;2013;Banking Services;43.29308316;22.89719626;28.47834672;83.27286344
First Republic Bank;2015;2014;Banking Services;40.11645227;23.81474978;27.73807021;72.69646696
Fiserv Inc;2009;2008;Professional & Commercial Services;25.12615628;20.92312172;24.55027193;30.48179789
Fiserv Inc;2010;2009;Professional & Commercial Services;24.27279095;21.18407708;25.78314716;25.9579918
Fiserv Inc;2011;2010;Professional & Commercial Services;25.62884161;21.24183007;26.04515985;30.03471357
Fiserv Inc;2012;2011;Professional & Commercial Services;22.44346154;19.89819005;23.28819068;24.29760404
Fiserv Inc;2013;2012;Professional & Commercial Services;22.34442873;18.57989464;20.56968678;28.60664179
Fiserv Inc;2014;2013;Professional & Commercial Services;23.17296144;18.91948269;25.37708521;25.34908879
Fiserv Inc;2015;2014;Professional & Commercial Services;27.37172935;20.67588625;24.9836769;37.61548434
Fiserv Inc;2016;2015;Professional & Commercial Services;37.82353854;23.70856972;33.30592693;58.81646155
Fitbit Inc;2016;2015;Computers, Phones & Household Electronics;14.54846686;12.54901961;14.97652582;16.27912633
Fitbit Inc;2017;2016;Computers, Phones & Household Electronics;22.38015859;16.9550173;18.06130903;33.45471477
FLIR Systems Inc;2009;2008;Communications & Networking;22.34301643;12.95955882;32.48239437;21.00169322
FLIR Systems Inc;2010;2009;Communications & Networking;25.98776042;12.37745098;28.81455399;37.86970628
FLIR Systems Inc;2011;2010;Communications & Networking;24.43045779;10.79721362;32.30170497;30.46655704
FLIR Systems Inc;2012;2011;Communications & Networking;18.9749531;11.72883788;28.80453452;15.61160151
FLIR Systems Inc;2013;2012;Communications & Networking;20.07348472;11.33428981;29.37135005;18.99343249
FLIR Systems Inc;2014;2013;Communications & Networking;22.14243531;10.47345768;32.36001374;23.25788466
FLIR Systems Inc;2015;2014;Communications & Networking;20.68544764;9.684361549;26.31398145;26.39770918
FLIR Systems Inc;2016;2015;Communications & Networking;25.51451533;18.67647059;29.83568075;28.10770054
FormFactor Inc;2010;2009;Semiconductors & Semiconductor Equipment;33.00969669;21.53979239;36.78541839;41.40112705
FormFactor Inc;2011;2010;Semiconductors & Semiconductor Equipment;26.2633612;22.39583333;31.07394366;24.97550119
FormFactor Inc;2012;2011;Semiconductors & Semiconductor Equipment;29.39440033;19.98734978;28.9035287;40.45229088
FormFactor Inc;2013;2012;Semiconductors & Semiconductor Equipment;25.78311458;18.02252816;35.66077315;22.93731323
FormFactor Inc;2014;2013;Semiconductors & Semiconductor Equipment;25.05251135;16.64086687;24.18087472;35.4439544
FormFactor Inc;2015;2014;Semiconductors & Semiconductor Equipment;17.75019607;16.16130988;18.44054015;18.71789823
Forward Air Corp;2016;2015;Freight & Logistics Services;28.53517101;14.00928793;23.3135656;50.80556501
Forward Air Corp;2017;2016;Freight & Logistics Services;30.68110372;15.7120743;22.72053373;56.63347209
Fossil Group Inc;2012;2011;Textiles & Apparel;35.94154429;20.35427807;33.62676056;56.01176965
Fossil Group Inc;2013;2012;Textiles & Apparel;25.01637838;18.81684492;32.12227913;23.65653121
Fossil Group Inc;2014;2013;Textiles & Apparel;29.98761633;18.04534314;34.27230047;38.31322293
Fossil Group Inc;2015;2014;Textiles & Apparel;29.98761633;18.04534314;34.27230047;38.31322293
Fossil Group Inc;2016;2015;Textiles & Apparel;27.79343343;23.08823529;33.12676056;26.83092929
Fossil Group Inc;2017;2016;Textiles & Apparel;34.60859828;23.82352941;34.88262911;46.31234407
Four Corners Property Trust Inc;2016;2015;Residential & Commercial REITs;29.17931656;18.15036175;23.31852075;48.29547113
Four Corners Property Trust Inc;2017;2016;Residential & Commercial REITs;38.50717046;19.07660739;29.06976744;71.15198855
Fox Factory Holding Corp;2017;2016;Automobiles & Auto Parts;13.05132851;8.84547849;18.68299348;11.18492832
Franklin Electric Co Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;34.39983474;16.23508099;38.99265156;49.30333081
Freedom Oil and Gas Ltd;2014;2013;Oil & Gas;16.42579517;18.03875756;15.76280111;15.39942034
Freedom Oil and Gas Ltd;2015;2014;Oil & Gas;11.92338285;18.49775785;9.742310364;7.133196721
Freedom Oil and Gas Ltd;2016;2015;Oil & Gas;19.35330393;18.29006906;13.8250556;26.97306792
Freedom Oil and Gas Ltd;2017;2016;Oil & Gas;24.95590717;18.10622983;26.07713793;31.28657398
FTI Consulting Inc;2009;2008;Professional & Commercial Services;27.06991703;23.7186954;28.12020639;29.58323713
FTI Consulting Inc;2010;2009;Professional & Commercial Services;32.17978628;23.00963489;23.06338028;53.01314891
FTI Consulting Inc;2011;2010;Professional & Commercial Services;38.15771699;22.36227824;20.94790968;75.79683426
FTI Consulting Inc;2012;2011;Professional & Commercial Services;36.505;20.71266968;22.50812568;70.40100883
FTI Consulting Inc;2013;2012;Professional & Commercial Services;32.4888444;18.84328358;23.96468362;57.62185342
FTI Consulting Inc;2014;2013;Professional & Commercial Services;39.23347194;19.42010847;34.61192688;66.69967546
FTI Consulting Inc;2015;2014;Professional & Commercial Services;41.37955008;21.61082976;38.36395859;66.92676283
Fulton Financial Corp;2010;2009;Banking Services;37.34346175;18.61809609;41.08429201;53.86355874
Fulton Financial Corp;2011;2010;Banking Services;29.95173598;19.09816907;41.85010727;28.20187021
Fulton Financial Corp;2012;2011;Banking Services;42.25265509;18.38709677;55.5565652;53.37200504
Fulton Financial Corp;2013;2012;Banking Services;34.08244833;16.83683027;50.70871086;33.95519238
Fulton Financial Corp;2014;2013;Banking Services;41.03362746;16.41011545;45.50261068;63.28118499
Fulton Financial Corp;2015;2014;Banking Services;39.92554196;16.22914838;47.07799033;58.01621293
Fulton Financial Corp;2016;2015;Banking Services;43.82980773;19.91673382;47.22811756;66.53159508
Fulton Financial Corp;2017;2016;Banking Services;47.31089599;23.57536765;51.57717136;68.80450872
FutureFuel Corp;2017;2016;Renewable Energy;23.8076574;18.16704582;30.02490079;22.85908867
Gaming and Leisure Properties Inc;2016;2015;Residential & Commercial REITs;29.54031304;10.06717502;32.29438359;48.04251593
Gaming and Leisure Properties Inc;2017;2016;Residential & Commercial REITs;31.37093845;13.35657975;30.60113257;52.34852223
GCI Liberty Inc;2017;2016;Telecommunications Services;25.35793669;18.64594895;21.5652405;37.25460219
GCP Applied Technologies Inc;2017;2016;Construction Materials;28.42296249;9.722222222;38.86280647;37.11839554
Generac Holdings Inc;2016;2015;Machinery, Tools, Heavy Vehicles, Trains & Ships;26.01632967;11.9956247;30.29042021;36.67120689
Generac Holdings Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;28.38702264;15.73955669;38.3624209;30.87512769
Genesco Inc;2017;2016;Specialty Retailers;43.92386026;20.0802139;49.71830986;63.7593034
Genesee & Wyoming Inc;2016;2015;Freight & Logistics Services;32.67350991;20.13435004;42.88819336;34.76236805
Gentex Corp;2009;2008;Automobiles & Auto Parts;16.59028389;16.42922794;13.65536972;20.18586931
Gentex Corp;2010;2009;Automobiles & Auto Parts;22.43040454;16.70024174;14.33532703;38.24026639
Gentex Corp;2011;2010;Automobiles & Auto Parts;31.87107396;20.76032541;37.45879533;37.75308519
Gentherm Inc;2017;2016;Automobiles & Auto Parts;39.22040233;14.90342406;45.0178684;59.57998318
Genuine Parts Co;2008;2007;Automobiles & Auto Parts;22.59962121;9.759358289;33.59795134;24.11202186
Genuine Parts Co;2009;2008;Automobiles & Auto Parts;24.78156177;9.995404412;31.85519366;33.03124759
Genuine Parts Co;2010;2009;Automobiles & Auto Parts;26.10789455;9.689766317;34.59386456;34.53295765
Genuine Parts Co;2011;2010;Automobiles & Auto Parts;22.28495441;13.51689612;32.8888223;19.71697643
Genuine Parts Co;2012;2011;Automobiles & Auto Parts;22.27915228;12.07983193;31.43144582;22.9962169
Genuine Parts Co;2013;2012;Automobiles & Auto Parts;19.50644967;11.2745098;32.38013942;13.69890767
Genuine Parts Co;2014;2013;Automobiles & Auto Parts;23.1961705;11.36101499;34.95581331;22.70200549
Genuine Parts Co;2015;2014;Automobiles & Auto Parts;23.16458601;9.901960784;29.3360161;30.76601191
Genuine Parts Co;2016;2015;Automobiles & Auto Parts;24.14445506;9.758225324;23.27524469;41.1932675
Genuine Parts Co;2017;2016;Automobiles & Auto Parts;28.68677358;11.21597893;23.05549716;54.71685001
Geo Group Inc;2016;2015;Residential & Commercial REITs;33.60362259;7.151388474;45.66025595;49.05822834
Geo Group Inc;2017;2016;Residential & Commercial REITs;41.79067283;8.164300203;63.91755707;53.52156721
GGP Inc;2012;2011;Residential & Commercial REITs;37.74120335;9.522422831;38.75331195;68.02017654
GGP Inc;2013;2012;Residential & Commercial REITs;44.69928919;23.47174164;35.98453466;78.50618764
Glacier Bancorp Inc;2016;2015;Banking Services;31.10401339;18.86919151;22.58344588;54.66021307
Glacier Bancorp Inc;2017;2016;Banking Services;24.19537285;22.41115196;12.4095266;39.90229258
