Firm_Name;Year;Year -1;Industry;ESG-SCORE;E-SCORE;S-SCORE;G-SCORE
Donegal Group Inc;2017;2016;Insurance;22.75247429;25.44186689;30.48998215;10.74851111
Douglas Dynamics Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;23.46966287;15.3643547;19.2505781;37.41582638
Douglas Emmett Inc;2013;2012;Residential & Commercial REITs;33.55478989;56.61764706;23.17039492;19.93213013
Douglas Emmett Inc;2014;2013;Residential & Commercial REITs;35.87024689;62.20588235;23.13060179;21.34060082
Douglas Emmett Inc;2015;2014;Residential & Commercial REITs;40.38752198;60.62778052;30.26985442;29.60091239
Douglas Emmett Inc;2016;2015;Residential & Commercial REITs;47.75804361;68.68512111;30.06703322;45.02067422
Douglas Emmett Inc;2017;2016;Residential & Commercial REITs;49.88241322;72.47606019;26.89485752;51.45206013
Dover Corp;2008;2007;Machinery, Tools, Heavy Vehicles, Trains & Ships;32.16620316;14.18756027;27.78803971;57.30386417
Dover Corp;2009;2008;Machinery, Tools, Heavy Vehicles, Trains & Ships;42.76464639;39.45556946;20.18279892;72.73724313
Dover Corp;2010;2009;Machinery, Tools, Heavy Vehicles, Trains & Ships;43.74824178;41.11253197;31.25273379;61.23036202
Dril-Quip Inc;2016;2015;Oil & Gas Related Equipment and Services;31.42080618;36.20120946;25.23364486;33.29328209
DSW Inc;2011;2010;Specialty Retailers;21.74076971;20.40080738;19.82187241;25.46796884
DSW Inc;2012;2011;Specialty Retailers;18.6002849;19.56699346;19.54877413;16.4186633
DSW Inc;2013;2012;Specialty Retailers;22.40669686;25.54659032;18.83335411;23.06562442
DSW Inc;2014;2013;Specialty Retailers;23.01568442;27.52991027;19.18118883;22.44653408
DSW Inc;2015;2014;Specialty Retailers;25.20759396;31.0281964;19.38656734;25.49434681
DSW Inc;2016;2015;Specialty Retailers;39.85099783;49.42004971;31.62566951;38.75760082
DSW Inc;2017;2016;Specialty Retailers;41.56540136;56.04278075;28.1177977;41.07881222
DXC Technology Co;2008;2007;Software & IT Services;19.10683116;32.59141494;12.46669204;11.80352264
DXP Enterprises Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;23.54453573;15.86743393;25.1735048;30.20660324
Dynegy Inc;2013;2012;Electric Utilities & IPPs;51.01153581;42.65952144;31.09930771;83.49850585
Eagle Materials Inc;2010;2009;Construction Materials;19.01013829;10.19269777;20.03399709;27.64771175
Eagle Materials Inc;2011;2010;Construction Materials;21.02043425;18.77564979;17.34359646;27.802415
Eagle Materials Inc;2012;2011;Construction Materials;38.99495528;59.33652531;22.02751392;36.06809584
Eagle Materials Inc;2013;2012;Construction Materials;32.76061002;57.01094391;21.79823125;18.48694096
Eagle Materials Inc;2014;2013;Construction Materials;32.68913244;57.92112299;23.65556978;15.07614213
Eagle Materials Inc;2015;2014;Construction Materials;31.00710711;52.15686275;19.01408451;21.38942221
Eagle Materials Inc;2016;2015;Construction Materials;22.33664979;20.76124567;20.61585197;26.09573381
Eagle Materials Inc;2017;2016;Construction Materials;21.36050665;23.80174292;21.62232655;18.33438731
East West Bancorp Inc;2009;2008;Banking Services;42.17303897;22.54034357;27.82001745;80.7646425
Eastgroup Properties Inc;2016;2015;Residential & Commercial REITs;45.33678335;41.93142498;20.727574;77.77642652
Eastgroup Properties Inc;2017;2016;Residential & Commercial REITs;45.38841695;43.37209302;14.31706518;83.8011383
Echo Global Logistics Inc;2017;2016;Freight & Logistics Services;22.81970042;24.74933155;7.626440461;38.35259453
EchoStar Corp;2010;2009;Communications & Networking;10.2226089;14.70588235;10.05121639;5.424351093
EchoStar Corp;2011;2010;Communications & Networking;9.287267081;13.36317136;7.930189835;6.323185012
EchoStar Corp;2012;2011;Communications & Networking;11.08580825;12.53196931;13.87017759;6.232870954
EchoStar Corp;2013;2012;Communications & Networking;11.49477231;17.45524297;11.97183099;4.295048201
EchoStar Corp;2014;2013;Communications & Networking;16.50208122;24.82352941;18.98591549;4.334692519
EchoStar Corp;2015;2014;Communications & Networking;17.69428804;26.53186275;20.33450704;4.769523622
EchoStar Corp;2016;2015;Communications & Networking;16.90012655;23.2266436;19.07622204;7.314783285
EchoStar Corp;2017;2016;Communications & Networking;21.55747404;31.72794118;22.20070423;9.471226346
El Paso Electric Co;2016;2015;Electric Utilities & IPPs;23.34329986;7.781456954;28.45816622;34.73755898
El Paso Electric Co;2017;2016;Electric Utilities & IPPs;24.28282987;8.878333942;28.6851544;36.33103774
Eldorado Resorts Inc;2017;2016;Hotels & Entertainment Services;28.30068765;30.75348696;28.13997386;25.75347987
Electronics for Imaging Inc;2016;2015;Computers, Phones & Household Electronics;29.48743906;24.68487395;25.13832998;39.90319599
Electronics for Imaging Inc;2017;2016;Computers, Phones & Household Electronics;33.4749409;26.22133599;20.27930294;56.91978402
Empire Resorts Inc;2017;2016;Hotels & Entertainment Services;33.15402844;36.21134021;15.10091477;50.75851813
Empire State Realty Trust Inc;2016;2015;Residential & Commercial REITs;33.83402387;21.3589179;23.31852075;59.98005546
Empire State Realty Trust Inc;2017;2016;Residential & Commercial REITs;31.75709899;20.06155951;19.8722568;58.62792653
Employers Holdings Inc;2017;2016;Insurance;34.76484127;26.10466722;26.89281227;53.58133135
Encore Wire Corp;2016;2015;Machinery, Tools, Heavy Vehicles, Trains & Ships;28.70909581;30.18351969;31.47479921;23.84637836
Encore Wire Corp;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;30.28126747;38.86935209;26.77842417;24.78474486
Endurance International Group Holdings Inc;2017;2016;Software & IT Services;37.22800325;38.98425541;27.94648934;46.07328751
Energen Corp;2010;2009;Oil & Gas;32.83607456;20.80753354;23.88806523;56.65983607
Energen Corp;2011;2010;Oil & Gas;;18.03551609;26.32208344;45.80735781
Energen Corp;2012;2011;Oil & Gas;;19.99498663;31.80617798;43.77476093
Energen Corp;2013;2012;Oil & Gas;;26.33889377;29.63702614;56.15543043
Energy Recovery Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;21.8899566;16.63469736;28.84772403;19.64989333
Enova International Inc;2017;2016;Banking Services;38.11328401;39.26164216;30.4504108;45.75222899
Enterprise Products Partners LP;2010;2009;Oil & Gas Related Equipment and Services;24.88054888;31.41025641;30.9588299;10.52681011
Envestnet Inc;2016;2015;Software & IT Services;28.31683863;9.263959391;24.32616001;54.20100209
Envestnet Inc;2017;2016;Software & IT Services;31.90753177;14.69954361;23.18176299;61.24642979
EPAM Systems Inc;2016;2015;Software & IT Services;28.61089773;31.78679923;29.58407723;23.9378314
ePlus inc;2017;2016;Software & IT Services;22.13617271;44.36365624;13.87245406;6.976420962
Equifax Inc;2009;2008;Professional & Commercial Services;28.81429252;19.52533489;29.01269;38.93827446
Equity LifeStyle Properties Inc;2016;2015;Residential & Commercial REITs;26.51879513;18.90531614;28.25939595;32.98000681
Essendant Inc;2017;2016;Professional & Commercial Services;38.29053761;27.7510142;18.51930549;73.05193226
Essex Property Trust Inc;2016;2015;Residential & Commercial REITs;50.47153478;53.60962567;31.45288845;69.10979228
Essex Property Trust Inc;2017;2016;Residential & Commercial REITs;49.23659956;53.52941176;22.72846381;75.30490135
Euronet Worldwide Inc;2016;2015;Professional & Commercial Services;26.7647788;24.78351747;14.03088582;43.79481442
Euronet Worldwide Inc;2017;2016;Professional & Commercial Services;29.92739152;26.83823529;17.32333657;48.04133455
Everbridge Inc;2017;2016;Software & IT Services;30.93039668;24.5517166;22.89386879;47.39504792
EXCO Resources Inc;2010;2009;Oil & Gas;24.48034591;19.36736959;29.63504296;24.18032787
EXCO Resources Inc;2011;2010;Oil & Gas;28.68870739;19.59391711;29.81354033;37.51793033
EXCO Resources Inc;2014;2013;Oil & Gas;40.83644855;38.4182031;26.4452386;60.28262228
EXCO Resources Inc;2015;2014;Oil & Gas;36.94009915;40.99780099;27.1554561;43.80544229
Expedia Inc;2008;2007;Hotels & Entertainment Services;16.71138393;20.12254902;18.12206573;11.26683255
Expedia Inc;2010;2009;Hotels & Entertainment Services;21.67287946;32.61554622;22.94600939;7.992657104
Expedia Inc;2011;2010;Hotels & Entertainment Services;24.67388551;29.41176471;26.7380881;16.9897188
Expedia Inc;2012;2011;Hotels & Entertainment Services;21.93542347;29.1295306;28.43220942;6.353930223
Expedia Inc;2013;2012;Hotels & Entertainment Services;21.66804227;27.84313725;29.87927565;5.226992622
Expedia Inc;2014;2013;Hotels & Entertainment Services;22.27505472;29.00701565;27.62630831;8.542065407
Expedia Inc;2015;2014;Hotels & Entertainment Services;22.83602023;26.66408669;28.56436867;11.90124551
Expedia Inc;2016;2015;Hotels & Entertainment Services;27.03257409;35.86601307;30.96418014;12.60933016
Expeditors International of Washington Inc;2009;2008;Freight & Logistics Services;27.59551056;20.77205882;30.36971831;31.97298545
Exponent Inc;2017;2016;Professional & Commercial Services;33.82889859;26.68610548;20.18880525;57.6675307
Express Scripts Holding Co;2011;2010;Food & Drug Retailing;23.569853;16.15154536;27.89448556;26.80585314
Express Scripts Holding Co;2014;2013;Food & Drug Retailing;36.18760133;33.45039508;28.16901408;48.57202297
Express Scripts Holding Co;2015;2014;Food & Drug Retailing;34.79129865;39.83564014;24.25434963;41.43241602
Express Scripts Holding Co;2016;2015;Food & Drug Retailing;38.14143598;44.91809382;26.81404885;43.77146471
Extra Space Storage Inc;2015;2014;Residential & Commercial REITs;19.82941535;20.24356618;20.68661972;18.37000935
Extra Space Storage Inc;2016;2015;Residential & Commercial REITs;23.9053962;27.50544662;29.18622848;13.74568274
Extra Space Storage Inc;2017;2016;Residential & Commercial REITs;23.82783417;33.68983957;19.66229193;17.68254123
FARO Technologies Inc;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;35.38133328;13.69352089;20.81036946;76.51755745
Fastenal Co;2009;2008;Machinery, Tools, Heavy Vehicles, Trains & Ships;27.59500799;24.39507718;25.43701928;33.67390133
Fastenal Co;2010;2009;Machinery, Tools, Heavy Vehicles, Trains & Ships;25.46891013;24.58896602;22.50459277;29.90010246
Fastenal Co;2011;2010;Machinery, Tools, Heavy Vehicles, Trains & Ships;27.85185085;30.46968788;27.66958896;25.14574717
Fastenal Co;2012;2011;Machinery, Tools, Heavy Vehicles, Trains & Ships;26.2085221;28.36240024;26.1023427;23.93106347
Fastenal Co;2013;2012;Machinery, Tools, Heavy Vehicles, Trains & Ships;25.09783728;19.68666864;26.21558497;29.82897469
FCB Financial Holdings Inc;2017;2016;Banking Services;44.07273305;36.3817402;30.99814163;67.86426591
Federal Realty Investment Trust;2009;2008;Residential & Commercial REITs;44.89160581;37.05519245;26.29107981;75.27707227
Federal Realty Investment Trust;2010;2009;Residential & Commercial REITs;56.05012455;79.98721228;25.39038579;65.05208333
Federal Realty Investment Trust;2011;2010;Residential & Commercial REITs;54.0646609;76.71568627;31.22799296;55.39472154
Federal Realty Investment Trust;2013;2012;Residential & Commercial REITs;52.80832374;73.15455594;22.72852803;65.13818777
Federal Realty Investment Trust;2014;2013;Residential & Commercial REITs;54.58319105;71.55080214;30.09603073;64.16992594
Federal Realty Investment Trust;2015;2014;Residential & Commercial REITs;51.6564001;72.03410776;21.1800213;64.41277343
Federal Signal Corp;2017;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;35.02369221;16.15452151;15.46668068;78.82125658
Ferro Corp;2016;2015;Chemicals;22.85018016;19.19642857;22.91247485;26.85070779
Ferro Corp;2017;2016;Chemicals;21.71221009;21.52258694;22.0410863;21.54080292
Fidelity National Financial Inc;2012;2011;Insurance;26.665;18.02941176;31.61032864;30.53551913
Fidelity National Financial Inc;2015;2014;Insurance;23.3152319;16.73928831;29.42097027;23.53911288
Fidelity National Financial Inc;2016;2015;Insurance;25.33853642;18.19950202;28.61986735;29.47755023
Fidelity National Financial Inc;2017;2016;Insurance;29.33515932;20.13946424;30.38418303;38.3651033
Fidelity National Information Services Inc;2008;2007;Investment Banking & Investment Services;22.11611557;16.32602193;27.41704464;22.40071233
Fidelity National Information Services Inc;2009;2008;Investment Banking & Investment Services;23.75969089;16.44976575;26.97245419;28.16901408
Financial Institutions Inc;2017;2016;Banking Services;33.70951122;24.31066176;20.82599765;59.18248216
Finisar Corp;2017;2016;Communications & Networking;38.00120284;65.47794118;16.61971831;32.2580421
FireEye Inc;2017;2016;Software & IT Services;36.40357107;40.60244916;31.01209487;37.99817928
First American Financial Corp;2016;2015;Insurance;38.28242193;27.9956427;31.57090692;57.5614146
First Citizens BancShares Inc;2009;2008;Banking Services;21.80336221;19.88547631;31.01084382;13.22442854
First Connecticut Bancorp Inc;2017;2016;Banking Services;28.77057759;27.49693627;29.19845462;29.69235366
First Financial Corp;2017;2016;Insurance;32.58339258;34.17585784;21.9018975;43.24074524
First Merchants Corp;2016;2015;Banking Services;28.89469127;18.94977169;31.40716445;37.05647711
First Merchants Corp;2017;2016;Banking Services;26.48982362;23.39154412;20.66950313;36.71811479
First Republic Bank;2011;2010;Banking Services;38.47389658;25.64277367;17.91110904;76.71117976
First Republic Bank;2012;2011;Banking Services;41.8398842;25.10436433;20.86324398;84.91130727
First Republic Bank;2014;2013;Banking Services;43.29308316;22.89719626;28.47834672;83.27286344
First Republic Bank;2015;2014;Banking Services;40.11645227;23.81474978;27.73807021;72.69646696
First Solar Inc;2008;2007;Renewable Energy;;41.42156863;26.99530516;25.35403388
Fiserv Inc;2009;2008;Professional & Commercial Services;25.12615628;20.92312172;24.55027193;30.48179789
Fiserv Inc;2010;2009;Professional & Commercial Services;24.27279095;21.18407708;25.78314716;25.9579918
Fiserv Inc;2011;2010;Professional & Commercial Services;25.62884161;21.24183007;26.04515985;30.03471357
Fiserv Inc;2012;2011;Professional & Commercial Services;22.44346154;19.89819005;23.28819068;24.29760404
Fiserv Inc;2013;2012;Professional & Commercial Services;22.34442873;18.57989464;20.56968678;28.60664179
Fiserv Inc;2014;2013;Professional & Commercial Services;23.17296144;18.91948269;25.37708521;25.34908879
Fiserv Inc;2015;2014;Professional & Commercial Services;27.37172935;20.67588625;24.9836769;37.61548434
Fiserv Inc;2017;2016;Professional & Commercial Services;35.49509993;25.1648073;29.27088392;54.25541526
Fitbit Inc;2016;2015;Computers, Phones & Household Electronics;14.54846686;12.54901961;14.97652582;16.27912633
Fitbit Inc;2017;2016;Computers, Phones & Household Electronics;22.38015859;16.9550173;18.06130903;33.45471477
Five Prime Therapeutics Inc;2016;2015;Biotechnology & Medical Research;34.04146378;55.89906417;29.85755442;14.54541032
Flagstar Bancorp Inc;2016;2015;Banking Services;34.62066447;24.02632286;25.10450833;57.50693195
Flagstar Bancorp Inc;2017;2016;Banking Services;42.3209226;29.33517157;31.70236698;69.15614424
Fleetcor Technologies Inc;2013;2012;Professional & Commercial Services;28.91898582;40.42446524;29.67349552;15.21500566
Fleetcor Technologies Inc;2014;2013;Professional & Commercial Services;27.35583756;42.21073045;27.8826807;10.18307398
Fleetcor Technologies Inc;2016;2015;Professional & Commercial Services;29.52408691;45.47828477;21.66644728;20.88485674
Fleetcor Technologies Inc;2017;2016;Professional & Commercial Services;35.07816638;48.61036158;26.61842615;29.83967922
FLIR Systems Inc;2010;2009;Communications & Networking;25.98776042;12.37745098;28.81455399;37.86970628
FLIR Systems Inc;2012;2011;Communications & Networking;18.9749531;11.72883788;28.80453452;15.61160151
FLIR Systems Inc;2013;2012;Communications & Networking;20.07348472;11.33428981;29.37135005;18.99343249
FLIR Systems Inc;2015;2014;Communications & Networking;20.68544764;9.684361549;26.31398145;26.39770918
FLIR Systems Inc;2016;2015;Communications & Networking;25.51451533;18.67647059;29.83568075;28.10770054
Foot Locker Inc;2008;2007;Specialty Retailers;43.56615554;27.83461211;27.02592366;80.35470336
Foot Locker Inc;2009;2008;Specialty Retailers;44.76616107;36.61387632;27.3654749;74.10721158
Foot Locker Inc;2010;2009;Specialty Retailers;38.13738163;33.72326203;26.45646607;56.65385929
Foot Locker Inc;2011;2010;Specialty Retailers;32.99775761;35.04901961;25.45567523;39.48959423
Foot Locker Inc;2012;2011;Specialty Retailers;28.55002849;24.46895425;25.18257694;37.01891551
Foot Locker Inc;2013;2012;Specialty Retailers;31.20095604;24.60957834;31.26012713;38.47985008
Foot Locker Inc;2014;2013;Specialty Retailers;28.68738278;25.79760718;30.48460253;29.81692602
FormFactor Inc;2011;2010;Semiconductors & Semiconductor Equipment;26.2633612;22.39583333;31.07394366;24.97550119
FormFactor Inc;2012;2011;Semiconductors & Semiconductor Equipment;29.39440033;19.98734978;28.9035287;40.45229088
FormFactor Inc;2014;2013;Semiconductors & Semiconductor Equipment;25.05251135;16.64086687;24.18087472;35.4439544
FormFactor Inc;2015;2014;Semiconductors & Semiconductor Equipment;17.75019607;16.16130988;18.44054015;18.71789823
FormFactor Inc;2016;2015;Semiconductors & Semiconductor Equipment;27.36162898;26.10294118;29.07965032;26.76509218
FormFactor Inc;2017;2016;Semiconductors & Semiconductor Equipment;36.79235751;30.2300759;31.53680145;50.22481046
Forterra Inc;2017;2016;Construction Materials;24.40575102;31.20915033;25.5086072;15.5379815
Fortune Brands Home & Security Inc;2013;2012;Homebuilding & Construction Supplies;34.05313465;29.71813725;27.25938967;46.79306444
Fortune Brands Home & Security Inc;2014;2013;Homebuilding & Construction Supplies;29.99785321;26.34803922;28.66784038;35.61454606
Fortune Brands Home & Security Inc;2015;2014;Homebuilding & Construction Supplies;38.3498999;40.11764706;27.63380282;48.85213082
Forum Energy Technologies Inc;2016;2015;Oil & Gas Related Equipment and Services;42.87631798;29.10940077;30.19613005;72.98195262
Forward Air Corp;2016;2015;Freight & Logistics Services;28.53517101;14.00928793;23.3135656;50.80556501
Forward Air Corp;2017;2016;Freight & Logistics Services;30.68110372;15.7120743;22.72053373;56.63347209
Four Corners Property Trust Inc;2016;2015;Residential & Commercial REITs;29.17931656;18.15036175;23.31852075;48.29547113
Four Corners Property Trust Inc;2017;2016;Residential & Commercial REITs;38.50717046;19.07660739;29.06976744;71.15198855
Fox Factory Holding Corp;2017;2016;Automobiles & Auto Parts;13.05132851;8.84547849;18.68299348;11.18492832
Franklin Street Properties Corp;2017;2016;Residential & Commercial REITs;48.80829825;71.42954856;29.69865706;45.83353602
Freedom Oil and Gas Ltd;2014;2013;Oil & Gas;16.42579517;18.03875756;15.76280111;15.39942034
Freedom Oil and Gas Ltd;2015;2014;Oil & Gas;11.92338285;18.49775785;9.742310364;7.133196721
Freedom Oil and Gas Ltd;2016;2015;Oil & Gas;19.35330393;18.29006906;13.8250556;26.97306792
Freedom Oil and Gas Ltd;2017;2016;Oil & Gas;24.95590717;18.10622983;26.07713793;31.28657398
Freshpet Inc;2017;2016;Food & Tobacco;30.87442733;24.48883297;21.43933117;48.97462804
FTD Companies Inc;2017;2016;Specialty Retailers;36.15939856;25.42780749;18.9073837;68.20269773
FTI Consulting Inc;2009;2008;Professional & Commercial Services;27.06991703;23.7186954;28.12020639;29.58323713
FTI Consulting Inc;2010;2009;Professional & Commercial Services;32.17978628;23.00963489;23.06338028;53.01314891
FTI Consulting Inc;2011;2010;Professional & Commercial Services;38.15771699;22.36227824;20.94790968;75.79683426
FTI Consulting Inc;2012;2011;Professional & Commercial Services;36.505;20.71266968;22.50812568;70.40100883
FTI Consulting Inc;2013;2012;Professional & Commercial Services;32.4888444;18.84328358;23.96468362;57.62185342
FutureFuel Corp;2017;2016;Renewable Energy;23.8076574;18.16704582;30.02490079;22.85908867
GAMCO Investors Inc;2017;2016;Investment Banking & Investment Services;42.10663805;35.16359206;29.47745645;64.54596627
Gaming and Leisure Properties Inc;2017;2016;Residential & Commercial REITs;31.37093845;13.35657975;30.60113257;52.34852223
Gannett Co Inc;2016;2015;Media & Publishing;48.64828847;72.40546218;20.29678068;55.16417765
Gannett Co Inc;2017;2016;Media & Publishing;52.26610543;71.13568055;29.099414;58.19567891
Gartner Inc;2011;2010;Software & IT Services;45.24099477;27.0123839;28.74351371;84.7633996
Gartner Inc;2012;2011;Software & IT Services;44.31971636;25.88495575;27.82624953;84.06725515
Gartner Inc;2013;2012;Software & IT Services;42.03317323;24.32809331;23.74939291;83.051105
Gartner Inc;2014;2013;Software & IT Services;42.63332467;26.41269106;26.62748142;79.34509445
GCI Liberty Inc;2017;2016;Telecommunications Services;25.35793669;18.64594895;21.5652405;37.25460219
Generac Holdings Inc;2016;2015;Machinery, Tools, Heavy Vehicles, Trains & Ships;26.01632967;11.9956247;30.29042021;36.67120689
GenMark Diagnostics Inc;2017;2016;Healthcare Equipment & Supplies;36.33519547;32.30968858;25.21230323;53.76896295
Gentex Corp;2009;2008;Automobiles & Auto Parts;16.59028389;16.42922794;13.65536972;20.18586931
Gentex Corp;2010;2009;Automobiles & Auto Parts;22.43040454;16.70024174;14.33532703;38.24026639
Gentex Corp;2012;2011;Automobiles & Auto Parts;27.16509158;24.63985594;30.22420236;26.41950399
Genuine Parts Co;2009;2008;Automobiles & Auto Parts;24.78156177;9.995404412;31.85519366;33.03124759
Genuine Parts Co;2012;2011;Automobiles & Auto Parts;22.27915228;12.07983193;31.43144582;22.9962169
Genuine Parts Co;2015;2014;Automobiles & Auto Parts;23.16458601;9.901960784;29.3360161;30.76601191
Genuine Parts Co;2016;2015;Automobiles & Auto Parts;24.14445506;9.758225324;23.27524469;41.1932675
Genuine Parts Co;2017;2016;Automobiles & Auto Parts;28.68677358;11.21597893;23.05549716;54.71685001
German American Bancorp Inc;2017;2016;Banking Services;26.88249825;24.43321078;26.90972222;29.58116457
