ID;Name;Year;E-Score-1;S-Score-1;G-Score-1;TRYear
406;CBL & Associates Properties Inc;2009;19,4382716;9,135802469;5,147300469;240,9109568
406;CBL & Associates Properties Inc;2010;18,64130435;9,1875;7,547135417;68,92434008
406;CBL & Associates Properties Inc;2011;16,03125;10,91927083;6,064336373;7,198264211
406;CBL & Associates Properties Inc;2012;13,93564356;8,925742574;5,722564103;39,57029754
406;CBL & Associates Properties Inc;2013;12,96078431;10,73529412;5,624098867;-14,16090066
406;CBL & Associates Properties Inc;2014;13,85;6,611363636;5,753553299;21,15094223
406;CBL & Associates Properties Inc;2015;13,94537815;7,787815126;8,847097097;-38,29239191
406;CBL & Associates Properties Inc;2016;13,72994652;15,1657754;15,72893175;11,60536636
406;CBL & Associates Properties Inc;2017;13,68604651;13,66860465;16,95019076;-38,66714298
407;Cboe Global Markets Inc;2011;7,125;14,08928571;15,1547619;22,11764498
407;Cboe Global Markets Inc;2012;6,427927928;15,41891892;12,89589744;20,36403666
407;Cboe Global Markets Inc;2013;6,207964602;14,75;15,13800206;61,13664381
407;Cboe Global Markets Inc;2014;6,830578512;16,27892562;15,44390863;29,17050542
407;Cboe Global Markets Inc;2015;7,099206349;16,73412698;23,12037037;2,00573764
407;Cboe Global Markets Inc;2016;7,125806452;21,91774194;23,82388724;15,53547757
407;Cboe Global Markets Inc;2017;7,056213018;20,6183432;24,14222128;60,49208257
408;CBRE Group Inc;2008;23,22535211;29,11267606;10,6343006;-113,90916
408;CBRE Group Inc;2009;26,4556962;29,57594937;26,96156103;151,9264288
408;CBRE Group Inc;2010;21,7797619;31,61309524;22,69166667;51,61678885
408;CBRE Group Inc;2011;29,67073171;32,07723577;23,12436677;-18,61543347
408;CBRE Group Inc;2012;29,41472868;31,06007752;24,1225641;34,29069285
408;CBRE Group Inc;2013;30,76388889;30,85763889;21,52754892;26,24425468
408;CBRE Group Inc;2014;31,41558442;31,81493506;24,75406091;31,74018513
408;CBRE Group Inc;2015;29,27777778;32,26461988;14,87562563;8,53501705
408;CBRE Group Inc;2016;29,22279793;33,62176166;19,56661721;-3,113875442
408;CBRE Group Inc;2017;30,21287129;33,30816832;27,77087749;36,31014674
409;CBS Corp;2008;15,92857143;26,25;6,632068452;-88,47734503
409;CBS Corp;2009;14,23529412;25,36470588;9,833920188;85,326586
409;CBS Corp;2010;22,93298969;27,02319588;14,71770833;35,65461128
409;CBS Corp;2011;24,04326923;25,14663462;9,989361702;44,11991913
409;CBS Corp;2012;23,57476636;20,98831776;8,778205128;37,39379475
409;CBS Corp;2013;28,92410714;22,45982143;7,745623069;52,81205224
409;CBS Corp;2014;29,74786325;18,88461538;8,087817259;-9,980362223
409;CBS Corp;2015;25,69583333;17,26458333;11,88788789;-16,0722369
409;CBS Corp;2016;27,37142857;22,81071429;12,9504451;34,11720079
409;CBS Corp;2017;27,82481752;23,94708029;11,84824078;-6,604373585
411;CDW Corp;2016;10,5;21,36267606;16,14614243;26,52845064
411;CDW Corp;2017;11,21515152;25,05909091;18,62759644;36,10047074
412;Cedar Realty Trust Inc;2017;9,890697674;21,11046512;26,04472234;0,465368599
414;Celgene Corp;2008;15,5952381;21,72619048;19,69667171;31,80856024
414;Celgene Corp;2010;18,23913043;12,41304348;19,87969484;9,746282573
414;Celgene Corp;2011;21,09677419;14,20967742;15,8609375;16,92016462
414;Celgene Corp;2012;22,95;19,81666667;22,08865248;14,43721273
414;Celgene Corp;2013;17,64516129;19,17741935;21,41615385;81,45943513
414;Celgene Corp;2014;30,37096774;24,56451613;22,3161689;27,06862762
415;Celldex Therapeutics Inc;2017;12,0813253;12,76355422;17,39020772;-26,42543619
416;Centene Corp;2015;14,54807692;10,71153846;12,17242242;30,17594848
416;Centene Corp;2016;20,2037037;14,7654321;17,734273;-14,94769907
416;Centene Corp;2017;21,65306122;19,20918367;16,23760068;60,71979557
417;CenterPoint Energy Inc;2008;6,22;12,52;14,10416667;-18,56882533
417;CenterPoint Energy Inc;2009;7,230769231;20,74038462;13,2564554;24,77395425
417;CenterPoint Energy Inc;2010;7,648148148;21,16666667;21,90572917;13,98401174
417;CenterPoint Energy Inc;2011;6,553571429;18,64285714;19,55724417;30,01285845
417;CenterPoint Energy Inc;2012;11,85714286;19,53571429;23,58589744;3,645444475
417;CenterPoint Energy Inc;2013;9,089285714;16,02678571;21,13027806;25,32028213
417;CenterPoint Energy Inc;2014;8,362068966;15,77586207;18,04010152;7,032693009
417;CenterPoint Energy Inc;2015;6,85;11,95833333;21,59009009;-18,65138996
417;CenterPoint Energy Inc;2016;5,814285714;13,50714286;20,80089021;37,72007181
417;CenterPoint Energy Inc;2017;7,736111111;11,90277778;19,41860958;20,63070433
418;CenterState Bank Corp;2017;9,515625;15,86545139;13,851844;-0,32640835
420;Central Pacific Financial Corp;2017;9,807291667;17,17100694;14,58011869;-4,040610404
421;Century Aluminum Co;2017;11,64356436;17,67821782;9,490250106;123,861773
422;Century Communities Inc;2017;13,45;8,6175;7,043874523;45,86637629
423;CenturyLink Inc;2010;8,875;15,8025;7,196596244;34,4669905
423;CenturyLink Inc;2014;17,75769231;19,69038462;19,11637487;29,78432605
424;Cerner Corp;2010;10,84821429;10,37053571;7,909037559;8,465783954
424;Cerner Corp;2012;8,2265625;22,375;11,64564103;23,42804238
424;Cerner Corp;2013;7,904761905;22,47222222;7,863027806;38,22688058
424;Cerner Corp;2014;7,801587302;19,11507937;8,279441624;21,97155797
424;Cerner Corp;2015;7,801587302;19,11507937;8,279441624;-8,362805676
424;Cerner Corp;2016;8,184615385;19,98076923;8,031281281;-19,75532911
424;Cerner Corp;2017;12,48529412;25,31066176;6,527554048;42,41741895
425;CEVA Inc;2017;3,830645161;4,808467742;23,33509962;37,68524226
426;CF Industries Holdings Inc;2008;5,530487805;12,00304878;9,06547619;-53,59452467
426;CF Industries Holdings Inc;2009;3,095505618;12,26404494;8,083920188;63,67956694
426;CF Industries Holdings Inc;2010;4,262376238;13,06188119;5,64921875;50,28949366
426;CF Industries Holdings Inc;2011;6,4;11,114;5,574974671;19,23465981
426;CF Industries Holdings Inc;2012;6,538461538;10,52115385;4,674358974;39,19458382
426;CF Industries Holdings Inc;2013;6,914179104;13,41604478;8,261071061;17,19863037
426;CF Industries Holdings Inc;2014;7,210144928;14,98913043;12,20939086;18,59097541
426;CF Industries Holdings Inc;2015;7,010638298;12,75177305;14,63163163;-21,55632324
426;CF Industries Holdings Inc;2016;17,40178571;12,86904762;25,01646884;-13,85141492
426;CF Industries Holdings Inc;2017;17,99171271;15,26933702;24,02628232;33,20820688
427;Charles River Laboratories International Inc;2008;9,229166667;12,66666667;24,9672619;-74,77290924
427;Charles River Laboratories International Inc;2009;4,652173913;18,56521739;21,25293427;19,05931314
427;Charles River Laboratories International Inc;2010;5,258064516;20,41935484;21,83854167;6,894736902
427;Charles River Laboratories International Inc;2011;10,05;20,61666667;20,72593718;-25,35969603
427;Charles River Laboratories International Inc;2012;9,661290323;21,5;17,74102564;30,19289558
427;Charles River Laboratories International Inc;2013;8,919354839;22,79032258;18,91400618;34,39776768
427;Charles River Laboratories International Inc;2014;10,37142857;21,92857143;19,50786802;21,25735981
427;Charles River Laboratories International Inc;2015;11,30952381;25,61904762;17,22747748;25,29167543
427;Charles River Laboratories International Inc;2016;13,00568182;25,66193182;18,13011869;-4,067804897
427;Charles River Laboratories International Inc;2017;13,96084337;30,73644578;18,10958033;44,62332619
428;Charles Schwab Corp;2008;18,86708861;23,16139241;21,08668155;-23,34067485
428;Charles Schwab Corp;2009;19,71511628;26,31104651;22,07335681;19,88472624
428;Charles Schwab Corp;2010;20,23157895;23,53157895;14,67317708;-4,407395394
428;Charles Schwab Corp;2011;19,54017857;23,87053571;9,138297872;-38,58279275
428;Charles Schwab Corp;2012;18,94594595;27,56306306;10,84564103;30,59552706
428;Charles Schwab Corp;2013;18,5619469;24,5199115;5,61277034;64,73979923
428;Charles Schwab Corp;2014;19,14876033;23,55578512;4,789086294;19,17099672
428;Charles Schwab Corp;2015;19,38888889;23,01984127;5,151401401;12,97644679
428;Charles Schwab Corp;2016;20,96129032;22,22741935;5,771068249;26,2641006
428;Charles Schwab Corp;2017;21,02662722;21,4704142;5,858626537;27,04307253
429;Chart Industries Inc;2017;4,134057971;12,24094203;23,78677406;29,63928173
430;Charter Communications Inc;2012;8,560747664;13,77570093;7,547179487;32,93386524
430;Charter Communications Inc;2013;8,785714286;14,83928571;7,11946447;56,45131877
430;Charter Communications Inc;2014;8,628205128;14,20512821;5,261167513;25,41878305
430;Charter Communications Inc;2015;9,041666667;15,33333333;5,19044044;18,42073711
430;Charter Communications Inc;2016;8,732142857;14,43392857;5,716172107;37,8894815
430;Charter Communications Inc;2017;9,321167883;20,25729927;5,32111064;24,42875754
432;Chatham Lodging Trust;2017;6,644329897;13,54896907;15,22191607;22,56835144
433;Cheesecake Factory Inc;2009;11,97887324;14,72535211;16,46302817;84,1609047
433;Cheesecake Factory Inc;2010;12,86904762;13,01488095;14,50026042;38,96049002
433;Cheesecake Factory Inc;2011;13,06382979;14,23670213;16,08054711;-1,942123658
433;Cheesecake Factory Inc;2012;13,06382979;14,23670213;16,08054711;12,90232133
433;Cheesecake Factory Inc;2014;16,02293578;17,00229358;13,84492386;7,807847885
433;Cheesecake Factory Inc;2015;20,30263158;17,10745614;10,81406406;-9,505757247
433;Cheesecake Factory Inc;2016;23,20061728;19,80246914;18,6731454;28,51468101
433;Cheesecake Factory Inc;2017;23,20061728;19,80246914;18,6731454;-14,21614497
434;Chefs' Warehouse Inc;2017;10,12048193;15,65060241;10,70305214;36,58787701
435;Chegg Inc;2017;8,297413793;10,33297414;18,16977533;83,73604753
436;Chemed Corp;2016;12,06790123;4,074074074;17,68145401;12,75599591
436;Chemed Corp;2017;12,32653061;4,117346939;16,80606189;46,17896812
437;Chemical Financial Corp;2016;6,305936073;13,35045662;18,97106825;49,18937275
437;Chemical Financial Corp;2017;7,223958333;13,10850694;10,32280627;3,3647859
438;Chemours Co;2016;10,44047619;8,083333333;14,97774481;160,8416487
438;Chemours Co;2017;13,43646409;9,877071823;18,32513777;97,0236834
439;Cheniere Energy Inc;2014;7,582417582;13,41483516;20,09162437;55,09328662
439;Cheniere Energy Inc;2015;8,305263158;12,68684211;19,16941942;-59,61785766
439;Cheniere Energy Inc;2016;7,990654206;11,42990654;14,42032641;14,3480927
439;Cheniere Energy Inc;2017;9,105504587;13,48623853;17,49109792;31,87841737
440;Chesapeake Energy Corp;2008;15,68421053;14,51535088;6,431175595;-59,58315873
440;Chesapeake Energy Corp;2009;19,16981132;27,07389937;14,47711268;44,28329722
440;Chesapeake Energy Corp;2010;18,34375;24,44744318;16,11588542;2,655693316
440;Chesapeake Energy Corp;2011;18,11442786;24,35696517;19,34093212;-2,255730373
440;Chesapeake Energy Corp;2012;17,58838384;26,81691919;23,37487179;-20,32923419
440;Chesapeake Energy Corp;2013;17,4800995;22,960199;21,33908342;58,86286701
440;Chesapeake Energy Corp;2014;18,18691589;20,6682243;16,54060914;-18,23384669
440;Chesapeake Energy Corp;2015;20,0426009;22,70964126;17,80655656;-123,7610723
440;Chesapeake Energy Corp;2016;18,45951417;20,5597166;13,42655786;96,00076789
440;Chesapeake Energy Corp;2017;17,48523207;21,94936709;10,03433658;-50,52436007
441;Chesapeake Lodging Trust;2016;6,089506173;7,294753086;12,21023739;12,55606154
441;Chesapeake Lodging Trust;2017;7,448453608;11,30927835;15,1027978;11,16595004
442;Chesapeake Utilities Corp;2017;14,66666667;7,692307692;13,08160237;19,96994039
443;Chevron Corp;2008;22,10526316;29,21491228;14,03125;-12,48394136
443;Chevron Corp;2009;30,1918239;28,66823899;13,18808685;5,693996131
443;Chevron Corp;2010;32,71022727;27,83380682;12,29557292;23,64244664
443;Chevron Corp;2011;32,58955224;28,71890547;14,34017224;19,66778309
443;Chevron Corp;2012;31,64141414;30,25883838;19,23051282;6,326677008
443;Chevron Corp;2013;31,58955224;29,79104478;16,71704428;15,45558141
443;Chevron Corp;2014;30,35747664;30,12149533;16,25862944;-7,525699517
443;Chevron Corp;2015;30,71973094;29,09080717;15,8978979;-17,24065508
443;Chevron Corp;2016;31,77125506;30,90991903;19,49688427;32,03173074
443;Chevron Corp;2017;32,37130802;28,80907173;26,90705808;9,228144171
444;Chico's FAS Inc;2008;8,942028986;21,27536232;18,3764881;-24,20949464
444;Chico's FAS Inc;2009;8,179487179;19,92948718;9,641431925;128,4144271
444;Chico's FAS Inc;2010;11,125;15,46022727;21,05338542;-3,128427556
444;Chico's FAS Inc;2011;11,74019608;14,31372549;21,57092199;-2,493064376
444;Chico's FAS Inc;2012;11,90277778;14,05092593;21,70512821;58,04555012
444;Chico's FAS Inc;2013;11,49115044;19,32743363;24,99279094;8,978351505
444;Chico's FAS Inc;2014;11,12288136;21,75423729;24,84898477;-11,54795076
444;Chico's FAS Inc;2015;12,51239669;24,93181818;22,21021021;-34,78731618
444;Chico's FAS Inc;2016;15,57746479;24,24823944;18,19910979;55,15837052
444;Chico's FAS Inc;2017;16,56363636;23,01515152;18,25561679;-25,508768
445;Childrens Place Inc;2017;13,03636364;18,16666667;19,33213226;47,99556863
446;Chimera Investment Corp;2010;7,84351145;8,974236641;4,303385417;22,15368391
446;Chimera Investment Corp;2011;8,041390728;9,378311258;4,906281662;-35,19546912
446;Chimera Investment Corp;2012;7,608064516;9,04516129;5,971794872;27,98658301
446;Chimera Investment Corp;2013;6,891719745;8,479299363;5,776519053;32,28072605
446;Chimera Investment Corp;2014;6,884735202;8,460280374;5,539340102;24,57855491
446;Chimera Investment Corp;2015;7,056716418;7,800746269;4,829079079;-2,143962865
446;Chimera Investment Corp;2016;8,407534247;9,292237443;7,208456973;43,98191078
446;Chimera Investment Corp;2017;13,71875;17,05989583;10,29313268;19,24319732
448;Choice Hotels International Inc;2009;6,063380282;16,62676056;15,71478873;5,487249964
448;Choice Hotels International Inc;2010;6,303571429;16,27380952;12,02421875;20,44253312
448;Choice Hotels International Inc;2011;6,553191489;15,70478723;8,773556231;4,652627781
448;Choice Hotels International Inc;2012;6,267676768;15,55808081;8,44974359;14,36982051
448;Choice Hotels International Inc;2013;6,380952381;14,9047619;7,794026777;41,6860122
448;Choice Hotels International Inc;2014;6,339449541;15,4059633;10,24086294;15,59224637
448;Choice Hotels International Inc;2015;7,903508772;15,14254386;19,06031031;-8,741410981
448;Choice Hotels International Inc;2016;13,80246914;20,81790123;20,74673591;18,51076627
448;Choice Hotels International Inc;2017;15,23195876;22,42912371;22,24183976;35,10782702
449;Church & Dwight Co Inc;2009;14,56410256;17,42307692;12,19953052;6,854895865
449;Church & Dwight Co Inc;2010;14,68367347;18,3622449;19,48072917;15,29021157
449;Church & Dwight Co Inc;2011;17,97222222;19,00925926;21,71909828;31,53447156
449;Church & Dwight Co Inc;2012;15,07407407;21,14351852;20,47461538;19,75725293
449;Church & Dwight Co Inc;2013;13,55263158;25,50438596;18,49794027;24,15759118
449;Church & Dwight Co Inc;2014;14,07377049;24,11885246;19,1748731;20,81221901
449;Church & Dwight Co Inc;2015;17,1484375;23,1015625;20,78078078;7,640652563
449;Church & Dwight Co Inc;2016;18,11038961;26,52597403;20,73219585;7,272741185
449;Church & Dwight Co Inc;2017;19,23563218;24,79885057;19,04514625;17,32773992
450;Churchill Downs Inc;2016;11,30555556;12,30092593;6,300445104;8,66416109
450;Churchill Downs Inc;2017;11,94072165;12,03092784;9,737388724;49,34711169
451;Ciena Corp;2008;6,611111111;10,91666667;13,89025298;-128,8930751
451;Ciena Corp;2009;6,055555556;17,84722222;12,38967136;59,68229105
451;Ciena Corp;2010;3,818181818;15,75;15,64296875;77,29920652
451;Ciena Corp;2011;3,608695652;16,11956522;14,22644377;-52,13041101
451;Ciena Corp;2012;2,695652174;11,05434783;16,68974359;44,78500518
451;Ciena Corp;2013;2,456521739;14,66304348;15,96910402;47,88352935
451;Ciena Corp;2014;4,32;13,38;12,83274112;-6,468481388
451;Ciena Corp;2015;10,75;18,17708333;22,21946947;5,37467487
451;Ciena Corp;2016;15,35294118;20,625;19,43931751;23,58546209
451;Ciena Corp;2017;15,5125;22,46875;16,36858838;-23,6031671
452;Cigna Corp;2008;10,62380952;10,59047619;17,73028274;-79,13521583
452;Cigna Corp;2009;14,9488189;19,16732283;18,63673709;77,81287252
452;Cigna Corp;2010;14,82846715;15,93065693;13,37916667;5,273983206
452;Cigna Corp;2011;23,95695364;18,54966887;15,88601824;16,05986342
452;Cigna Corp;2012;17,13666667;19,78166667;24,05512821;28,52495176
452;Cigna Corp;2013;17,45723684;26,45888158;21,93099897;52,02238813
452;Cigna Corp;2014;18,2133758;28,07802548;23,52538071;26,53639572
452;Cigna Corp;2015;22,11728395;27,83024691;18,03553554;39,06206329
452;Cigna Corp;2016;22,22486772;29,82539683;19,7120178;-10,43577923
452;Cigna Corp;2017;22,3943662;29,79929577;19,67306062;43,2800917
453;Cimarex Energy Co;2008;8,337719298;7,989035088;13,30282738;-27,03605465
453;Cimarex Energy Co;2009;9,075471698;7,583333333;15,18603286;79,87522788
453;Cimarex Energy Co;2010;7,071022727;7,632102273;11,91901042;52,81906374
453;Cimarex Energy Co;2011;7,820895522;7,675373134;9,750253293;-21,46097162
453;Cimarex Energy Co;2012;7,588383838;11,36237374;6,129230769;4,960685078
453;Cimarex Energy Co;2013;6,062189055;10,58208955;7,953656025;62,46037602
453;Cimarex Energy Co;2014;6,581775701;11,43457944;7,963705584;6,689274045
453;Cimarex Energy Co;2015;8,885650224;15,06838565;11,41066066;-5,532039524
453;Cimarex Energy Co;2016;8,649797571;12,77024291;13,39718101;42,07039672
453;Cimarex Energy Co;2017;9,64978903;12,63291139;15,82598559;-10,62803828
454;Cincinnati Bell Inc;2017;6,113207547;9,944968553;21,60470538;-0,572587107
456;Cinemark Holdings Inc;2016;14,8117284;12,86882716;6,668397626;21,66165613
456;Cinemark Holdings Inc;2017;15,93814433;13,36082474;8,619966087;-0,800187057
458;CIRCOR International Inc;2016;6,745867769;16,86880165;14,0731454;47,34529739
458;CIRCOR International Inc;2017;8,233695652;20,52264493;17,1282323;-24,67376363
459;Cirrus Logic Inc;2017;12,81048387;9,491935484;10,72806274;-6,4214401
461;CIT Group Inc;2010;7,246183206;16,78339695;20,37526042;60,79573044
461;CIT Group Inc;2011;8,996688742;16,60513245;18,46175279;-24,26871551
461;CIT Group Inc;2012;8,458064516;15,41129032;22,00769231;13,01477803
461;CIT Group Inc;2013;7,138535032;17,14490446;24,27703399;33,3008792
461;CIT Group Inc;2014;7,822429907;15,30607477;24,85507614;-5,736689265
461;CIT Group Inc;2015;7,882089552;17,2141791;23,69694695;-15,45071949
461;CIT Group Inc;2016;9,675799087;17,83447489;18,6227003;14,95380048
461;CIT Group Inc;2017;12,53645833;14,83767361;11,57248834;12,000788
462;Citigroup Inc;2008;26,4039548;25,44915254;15,64434524;-106,6550589
462;Citigroup Inc;2009;29,9800885;21,37942478;17,41226526;13,80394371
462;Citigroup Inc;2010;31,3778626;22,23568702;20,35182292;43,07418264
462;Citigroup Inc;2011;32,3294702;27,15728477;15,58915907;-54,61248148
462;Citigroup Inc;2012;31,94677419;27,81935484;15,75461538;52,57612986
462;Citigroup Inc;2013;32,0477707;25,93232484;13,55509784;25,04103536
462;Citigroup Inc;2014;32,28504673;26,45093458;14,69010152;1,621305945
462;Citigroup Inc;2015;30,72985075;29,61268657;11,77952953;-1,525171459
462;Citigroup Inc;2016;29,09589041;29,68949772;14,43189911;18,25454735
462;Citigroup Inc;2017;30,83333333;32,41102431;18,47456549;19,38531196
463;Citizens Financial Group Inc;2015;6,37761194;13,50074627;12,76601602;8,002286766
463;Citizens Financial Group Inc;2016;8,196347032;14,07191781;17,75326409;41,21835151
463;Citizens Financial Group Inc;2017;10,99479167;17,78211806;20,28423061;16,50058557
464;Citizens Inc;2017;8,819248826;19,06455399;7,546206019;-25,37442602
465;Citrix Systems Inc;2008;9,783783784;20,18243243;13,08035714;-39,67297754
465;Citrix Systems Inc;2009;15,70481928;18,08433735;16,1411385;53,19330719
465;Citrix Systems Inc;2010;16,5049505;15,86386139;19,3296875;52,16822588
465;Citrix Systems Inc;2011;16,89473684;18,48464912;14,66616008;2,886208452
465;Citrix Systems Inc;2012;19,7920354;20,88716814;18,12871795;13,59199046
465;Citrix Systems Inc;2013;19,36206897;19,22413793;19,33058702;2,84323592
465;Citrix Systems Inc;2014;20,68110236;18,80708661;19,23172589;-4,156111987
465;Citrix Systems Inc;2015;23,04895105;24,64160839;14,29954955;19,66073782
465;Citrix Systems Inc;2016;26,39671362;18,82276995;17,62982196;18,46748361
465;Citrix Systems Inc;2017;28,88289963;21,35223048;10,1735905;25,0244092
466;City Holding Co;2017;8,182291667;10,33767361;15,32958881;1,656988854
467;Civitas Solutions Inc;2017;10,73469388;11,00510204;14,18503603;-12,88881254
468;Clean Energy Fuels Corp;2017;21,35897436;17,07692308;18,36148792;-31,37780197
469;Clean Harbors Inc;2016;11,16243655;4,899746193;7,50578635;30,62460835
469;Clean Harbors Inc;2017;11,3125;8,988146552;11,81369224;6,073486342
470;Clear Channel Outdoor Holdings Inc;2009;13,11764706;8,279411765;3,213028169;89,25030414
470;Clear Channel Outdoor Holdings Inc;2010;12,04123711;8,899484536;1,978385417;34,53654303
470;Clear Channel Outdoor Holdings Inc;2011;21,79326923;11,00721154;2,295339412;-2,064572347
470;Clear Channel Outdoor Holdings Inc;2012;20,03738318;8,990654206;1,370769231;4,319188612
470;Clear Channel Outdoor Holdings Inc;2013;18,19196429;11,69196429;1,341915551;41,57959412
470;Clear Channel Outdoor Holdings Inc;2014;19,42735043;15,72649573;1,739340102;22,5468272
470;Clear Channel Outdoor Holdings Inc;2015;22,12083333;15,42916667;1,651901902;-53,81422515
470;Clear Channel Outdoor Holdings Inc;2016;22,43928571;16,30535714;3,449406528;80,59571188
470;Clear Channel Outdoor Holdings Inc;2017;22,81021898;17,16240876;5,487706655;28,70598603
471;Clearwater Paper Corp;2017;23,88372093;17,22093023;20,42507418;-37,18080154
472;Cleveland-Cliffs Inc;2008;21,2371134;23,60051546;27,15848214;-15,58770991
472;Cleveland-Cliffs Inc;2009;25,6572327;21,85220126;24,32071596;81,18545717
472;Cleveland-Cliffs Inc;2010;24,38190955;21,94346734;27,53828125;73,19669403
472;Cleveland-Cliffs Inc;2011;26,01268116;25,2509058;27,75835866;-5,844934939
472;Cleveland-Cliffs Inc;2012;25,13120567;24,15602837;28,15051282;-34,89817624
472;Cleveland-Cliffs Inc;2013;24,39419795;25,66296928;28,71189495;-16,04912216
472;Cleveland-Cliffs Inc;2014;24,84680135;23,47053872;25,5215736;-101,9697242
472;Cleveland-Cliffs Inc;2015;27,18456376;22,10402685;17,02252252;-103,8538761
472;Cleveland-Cliffs Inc;2016;25,78827362;25,74429967;24,74376855;286,7049832
472;Cleveland-Cliffs Inc;2017;19,18646865;20,66254125;24,75943196;-14,76046675
474;Clorox Co;2008;23,80645161;22,98387097;18,86049107;-7,193764292
474;Clorox Co;2009;21,58974359;24,71794872;18,07922535;17,04899897
474;Clorox Co;2010;20,29591837;25,07653061;17,60338542;7,413925344
474;Clorox Co;2011;28,65740741;27,15277778;26,72847011;9,462429203
474;Clorox Co;2012;28,53703704;26,06481481;26,42333333;14,56171211
474;Clorox Co;2013;28,00877193;27,28508772;26,75901133;27,21495078
474;Clorox Co;2014;28,49180328;27,14344262;26,12766497;16,27175635
474;Clorox Co;2015;28,75;26,74609375;24,84359359;21,98224872
474;Clorox Co;2016;28,63636364;27,69805195;26,63486647;-3,622414625
474;Clorox Co;2017;29,25287356;31;23,26780415;27,54727229
475;Clovis Oncology Inc;2016;14,91477273;14,23579545;13,48026706;76,07231364
475;Clovis Oncology Inc;2017;10,27409639;12,125;22,04557016;83,11786523
476;CME Group Inc;2008;8,284810127;26,60443038;12,61197917;-105,45583
476;CME Group Inc;2009;7,784883721;27,84593023;9,910211268;66,38762602
476;CME Group Inc;2010;7,268421053;24,47894737;5,365885417;-0,23382035
476;CME Group Inc;2011;7,660714286;26,35714286;9,553698075;-22,94406103
476;CME Group Inc;2012;6,644144144;23,8018018;6,823076923;13,43112866
476;CME Group Inc;2013;13,9380531;21,03761062;6,941297631;48,72955719
476;CME Group Inc;2014;15,46280992;24,59297521;16,93020305;22,88434787
476;CME Group Inc;2015;15,47222222;20,98809524;15,57657658;7,930178238
476;CME Group Inc;2016;18,99677419;23,02741935;17,35994065;31,4332603
476;CME Group Inc;2017;19,09763314;22,70118343;19,53963544;30,52999418
477;CMS Energy Corp;2008;7,44;5,4;23,10825893;-47,7847821
477;CMS Energy Corp;2009;13,30769231;14,47115385;21,2899061;48,0347239
477;CMS Energy Corp;2010;12;14,25;25,79895833;21,96942574
477;CMS Energy Corp;2011;10,98214286;10,73214286;27,56306991;23,04646927
477;CMS Energy Corp;2012;12,78571429;14,97321429;25,40769231;16,8687755
477;CMS Energy Corp;2013;13,25;12,35714286;23,28656025;15,5171387
477;CMS Energy Corp;2014;14,31034483;12,56896552;28,26548223;35,61191967
477;CMS Energy Corp;2015;17,23333333;16,65;17,24099099;8,39298498
477;CMS Energy Corp;2016;21,91428571;15,55;25,45860534;22,31081206
477;CMS Energy Corp;2017;20,02777778;18,86111111;24,88660449;19,98039287
478;CNA Financial Corp;2009;12,68503937;21,23031496;3,154342723;62,83091098
478;CNA Financial Corp;2010;12,12773723;22,6459854;3,310677083;13,02870769
478;CNA Financial Corp;2011;11,09933775;21,67549669;5,775582573;9,489391933
478;CNA Financial Corp;2012;10,21;22,74166667;5,174871795;8,02398706
478;CNA Financial Corp;2013;9,845394737;21,61348684;4,735324408;46,60732329
478;CNA Financial Corp;2014;9,936305732;19,79140127;3,970812183;-3,377483155
478;CNA Financial Corp;2015;12,23148148;21,30864198;4,292542543;-0,549076407
478;CNA Financial Corp;2016;13,8994709;21,25;4,803115727;33,84828641
478;CNA Financial Corp;2017;9,269953052;22,80516432;6,075667656;32,48629889
479;CNB Financial Corp;2017;8,432291667;15,08767361;8,057015685;-11,38519689
480;CNO Financial Group Inc;2016;8,791005291;18,30820106;17,46721068;2,717443048
480;CNO Financial Group Inc;2017;10,22769953;17,20892019;19,71788894;26,10455429
481;CNX Resources Corp;2008;16,15;23,9;25,9546131;-67,15384642
481;CNX Resources Corp;2009;11,83333333;20,5;25,40375587;55,95037442
481;CNX Resources Corp;2010;18;21,35;21,26822917;3,734762624
481;CNX Resources Corp;2011;20,45588235;21,25735294;14,24341439;-20,22261423
481;CNX Resources Corp;2012;23,2804878;25,08536585;21,51307692;-14,2287242
481;CNX Resources Corp;2013;20,62195122;22,02439024;26,58187436;21,13825667
481;CNX Resources Corp;2014;22,69512195;19,07317073;23,85050761;-4,862002981
481;CNX Resources Corp;2015;23,06097561;25,09146341;12,72422422;-116,1806435
481;CNX Resources Corp;2016;18,45121951;20,90243902;17,20994065;100,5923161
481;CNX Resources Corp;2017;21,35714286;19,71428571;19,1647944;-9,451091025
485;Coca-Cola Co;2008;23,55172414;34,21551724;28,35081845;-25,51062238
485;Coca-Cola Co;2009;24,72058824;30,40441176;26,25792254;25,89125612
485;Coca-Cola Co;2010;28,77027027;31,58783784;22,38723958;19,78273369
485;Coca-Cola Co;2011;24,91860465;31,4127907;24,82852077;11,40304256
485;Coca-Cola Co;2012;24,29347826;32,5;15,13435897;8,152307927
485;Coca-Cola Co;2013;21,61458333;32,09895833;14,02085479;15,27536181
485;Coca-Cola Co;2014;20,37254902;26,98529412;22,45583756;4,492678296
485;Coca-Cola Co;2015;21,35;29,38;19,29154154;3,663126137
485;Coca-Cola Co;2016;22,36792453;22,63207547;21,62195846;0,307935517
485;Coca-Cola Co;2017;25,58653846;26,99038462;19,67518016;14,27143008
